id;area_conocimiento_id;padre_id;titulo;orden;trimestre
1101010000;1101;;Afectividad Y Manifestaciones En Las Interrelaciones Familiares Y Escolares;1;1er TRIM
1101020000;1101;;Cosmovisiones Y Manifestaciones Practicadas En La Familia Y Comunidad;2;2do TRIM
1101030000;1101;;Valores En La Comunidad Practicadas En La Interacción Social Y La Naturaleza;3;3er TRIM
1102010000;1102;;Expresión De Ideas, Emociones, Pensamientos, Sentimientos;1;1er TRIM
1102020000;1102;;Bienestar Personal, Familiar Como Forma De Complementariedad;2;1er TRIM
1102030000;1102;;Sonidos Y Expresiones Corporales Con Diferentes Ritmos;3;1er TRIM
1102040000;1102;;Diversidad De Colores En El Entorno Familiar Y Social;4;1er TRIM
1102050000;1102;;Reconocimiento De Espacio Y Coordinación Psicomotriz;5;1er TRIM
1102060000;1102;;Comunicación De Mensajes Expresados En Narraciones;6;2do TRIM
1102070000;1102;;Personajes Protagonistas De Nuestra Historia Local Y Nacional;7;2do TRIM
1102080000;1102;;Ritmos Musicales Como Expresión Artística Local Y Nacional;8;2do TRIM
1102090000;1102;;Expresiones Plásticas Y Visuales Como Parte De La Identidad;9;2do TRIM
1102100000;1102;;Expresión Corporal Mediante Juegos;10;2do TRIM
1102110000;1102;;Lenguaje Oral Y Escrito No Convencional;11;3er TRIM
1102120000;1102;;Normas Y Signos De Seguridad En La Familia, Escuela Y Comunidad;12;3er TRIM
1102130000;1102;;Vocalización En El Canto, Expresión De Danzas;13;3er TRIM
1102140000;1102;;Manifestaciones Culturales Y Artísticas En La Familia;14;3er TRIM
1102150000;1102;;Expresión Corporal, Desarrollo Motriz Y Auditivo;15;3er TRIM
1103010000;1103;;Cuerpo Humano, Cuidado E Higiene Personal;1;1er TRIM
1103020000;1103;;Alimentación Saludable, Nutritiva Y Culturalmente Apropiada;2;1er TRIM
1103030000;1103;;Higiene Y Orden En La Vivienda, Escuela Y Comunidad;3;2do TRIM
1103040000;1103;;Elementos De La Naturaleza Y Fenómenos Naturales;4;2do TRIM
1103050000;1103;;Características, Cuidado Y Protección De Los Animales Y Plantas;5;3er TRIM
1103060000;1103;;Cuidado Y Protección De La Tierra En Actividades Diarias;6;3er TRIM
1104010000;1104;;Estimación Y Comparación De Medidas De Longitud Y Peso;1;1er TRIM
1104020000;1104;;Herramientas Y Materiales De Trabajo;2;1er TRIM
1104030000;1104;;Nociones De Objeto, Espacio Y Formas Geométricas;3;2do TRIM
1104040000;1104;;Productos Naturales, Tecnológicos Y Herramientas;4;2do TRIM
1104050000;1104;;Noción De Cantidad, Temporalidad, Clasificación Y Seriación;5;3er TRIM
1104060000;1104;;La Tecnología En La Cotidianidad En La Comunidad;6;3er TRIM
1201010000;1201;;Valores Y Normas En Las Interrelaciones En Las Familias;1;1er TRIM
1201020000;1201;;Cosmovisiones Y Manifestaciones Practicadas En La Familia;2;2do TRIM
1201030000;1201;;Valores En La Comunidad Practicadas En La Interacción Social;3;3er TRIM
1202010000;1202;;Manifestaciones Del Lenguaje En La Familia Y Escuela;1;1er TRIM
1202020000;1202;;Familia Y Comunidad Como Forma De Complementariedad;2;1er TRIM
1202030000;1202;;Sonidos Y Movimientos De Cuerpo Propias De Las Culturas;3;1er TRIM
1202040000;1202;;Colores De La Naturaleza Aplicados En Actividades;4;1er TRIM
1202050000;1202;;Expresión Corporal Rítmica Mediante Juegos;5;1er TRIM
1202060000;1202;;Lenguaje Oral Y Aproximación Al Lenguaje Escrito;6;2do TRIM
1202070000;1202;;Realidad Histórica Y Social De Vivencias Locales;7;2do TRIM
1202080000;1202;;Ritmos Musicales Como Expresión De La Cultura Nacional;8;2do TRIM
1202090000;1202;;Expresiones Plásticas Y Visuales Como Parte De La Identidad;9;2do TRIM
1202100000;1202;;Movimientos, Coordinación Y Ritmos En El Juego;10;2do TRIM
1202110000;1202;;Lenguaje Escrito Y Su Uso En Situaciones Cotidianas;11;3er TRIM
1202120000;1202;;Normas Viales Y Señales De Seguridad En La Comunidad;12;3er TRIM
1202130000;1202;;Canto E Instrumentos Musicales Como Expresión Cultural;13;3er TRIM
1202140000;1202;;Expresiones Culturales Y Artísticas En La Comunidad;14;3er TRIM
1202150000;1202;;Desarrollo Motriz Y Auditivo En Relación A Ritmos;15;3er TRIM
1203010000;1203;;Cuerpo Humano, Sus Características Físicas Y Funciones;1;1er TRIM
1203020000;1203;;Alimentación Saludable De Acuerdo Con El Arco;2;1er TRIM
1203030000;1203;;Características De Espacios Urbanos Y Rurales;3;2do TRIM
1203040000;1203;;Cuidado Y Uso Eficiente Del Agua, Prevención Desastres;4;2do TRIM
1203050000;1203;;El Ciclo Vital De Los Seres Vivos Y Hábitat;5;3er TRIM
1203060000;1203;;Cuidado, Protección Y Defensa De La Tierra;6;3er TRIM
1204010000;1204;;Estimación Y Comparación De Medidas De Longitud Y Peso;1;1er TRIM
1204020000;1204;;Herramientas Y Materiales De Trabajo;2;1er TRIM
1204030000;1204;;Estimaciones Matemáticas Y Noción De Tiempo;3;2do TRIM
1204040000;1204;;Tecnología En La Familia Y Precauciones;4;2do TRIM
1204050000;1204;;La Cultura Tributaria Y Actividades Productivas;5;3er TRIM
1204060000;1204;;Diversidad De Objetos Y Medios Tecnológicos;6;3er TRIM
2101010000;2101;;Texto Narrativo: Escucha Comprensiva Y Expresión Oral;1;1er TRIM
2101020000;2101;;Texto Instructivo: Escucha Y Expresión Oral;2;1er TRIM
2101030000;2101;;Texto Corto: Lectura Y Escritura De Palabras Y Oraciones;3;1er TRIM
2101040000;2101;;Texto Narrativo: Lectura Comprensiva Y Expresión Oral;4;1er TRIM
2101050000;2101;;Texto Literario: Lectura Comprensiva Y Expresión Oral;5;1er TRIM
2101060000;2101;;Lengua Extranjera;6;1er TRIM
2101070000;2101;;Texto Literario: Lectura Comprensiva En Los Niveles Textual, Inferencial Y Crítico, Y Escritura;7;2do TRIM
2101080000;2101;;Texto Instructivo: Lectura Comprensiva En Los Niveles Textual, Inferencial Y Crítico, Y Escritura;8;2do TRIM
2101090000;2101;;Texto Descriptivo: Lectura Comprensiva En Los Niveles Textual, Inferencial Y Crítico, Y Escritura;9;2do TRIM
2101100000;2101;;Texto Narrativo: Lectura Comprensiva En Los Niveles Textual, Inferencial Y Crítico, Y Escritura;10;2do TRIM
2101110000;2101;;Texto Literario: Lectura Comprensiva Y Escritura;11;3er TRIM
2101120000;2101;;Texto Narrativo: Lectura Comprensiva Y Escritura;12;3er TRIM
2101130000;2101;;Texto Descriptivo: Lectura Comprensiva Y Escritura;13;3er TRIM
2101140000;2101;;Texto Instructivo: Lectura Comprensiva Y Escritura;14;3er TRIM
2102010000;2102;;Estructura Y Convivencia;1;1er TRIM
2102020000;2102;;Geografía Local;2;1er TRIM
2102030000;2102;;Identidad Y Seguridad;3;2do TRIM
2102040000;2102;;Derechos Y Deberes;4;2do TRIM
2102050000;2102;;Vida En Comunidad;5;3er TRIM
2103010000;2103;;Dibujo Artístico;1;1er TRIM
2103020000;2103;;Dibujo Técnico;2;2do TRIM
2103030000;2103;;Pintura;3;2do TRIM
2103040000;2103;;Escultura;4;3er TRIM
2103050000;2103;;Manualidades;5;3er TRIM
2104010000;2104;;Gimnasia Educativa;1;1er TRIM
2104020000;2104;;Atletismo;2;1er TRIM
2104030000;2104;;Fútbol De Salón;3;1er TRIM
2104040000;2104;;Juegos Motores;4;1er TRIM
2104050000;2104;;Mini Básquet;5;2do TRIM
2104060000;2104;;Mini Voleibol;6;2do TRIM
2104070000;2104;;Fútbol;7;3er TRIM
2104080000;2104;;Deportes Individuales;8;3er TRIM
2105010000;2105;;Técnica Vocal;1;1er TRIM
2105020000;2105;;Himnos;2;1er TRIM
2105030000;2105;;Canciones;3;1er TRIM
2105040000;2105;;Acústica;4;1er TRIM
2105050000;2105;;Repertorio Infantil;5;2do TRIM
2105060000;2105;;Lenguaje Musical;6;2do TRIM
2105070000;2105;;Instrumentos;7;2do TRIM
2105080000;2105;;Práctica Instrumental;8;3er TRIM
2106010000;2106;;Nociones Fundamentales;1;1er TRIM
2106020000;2106;;Números Naturales;2;1er TRIM
2106030000;2106;;Adición;3;1er TRIM
2106040000;2106;;Sustracción;4;1er TRIM
2106050000;2106;;Geometría;5;1er TRIM
2106060000;2106;;Números Ordinales;6;2do TRIM
2106070000;2106;;Ampliando Hasta El 50;7;2do TRIM
2106080000;2106;;Operaciones Hasta El 50;8;2do TRIM
2106090000;2106;;Medidas;9;2do TRIM
2106100000;2106;;Ampliando Hasta El 100;10;3er TRIM
2106110000;2106;;Operaciones Hasta El 100;11;3er TRIM
2106120000;2106;;Operaciones Combinadas;12;3er TRIM
2106130000;2106;;Estadística;13;3er TRIM
2107010000;2107;;Propias De Las Culturas;1;1er TRIM
2107020000;2107;;Herramientas;2;2do TRIM
2107030000;2107;;Robótica;3;2do TRIM
2107040000;2107;;Tic;4;3er TRIM
2108010000;2108;;Cuerpo Humano;1;1er TRIM
2108020000;2108;;La Tierra;2;1er TRIM
2108030000;2108;;Plantas Y Animales;3;2do TRIM
2108040000;2108;;La Materia;4;2do TRIM
2108050000;2108;;Tierra;5;3er TRIM
2109010000;2109;;Identidad;1;1er TRIM
2109020000;2109;;La Familia;2;1er TRIM
2109030000;2109;;Festividades;3;1er TRIM
2109040000;2109;;El Respeto;4;1er TRIM
2109050000;2109;;Creencias;5;2do TRIM
2109060000;2109;;Emociones;6;2do TRIM
2109070000;2109;;Amistad Y Oración;7;2do TRIM
2109080000;2109;;Convivencia;8;3er TRIM
2109090000;2109;;La Creación;9;3er TRIM
2109100000;2109;;Espiritualidad;10;3er TRIM
2201010000;2201;;El Abecedario;1;1er TRIM
2201020000;2201;;El Sustantivo;2;1er TRIM
2201030000;2201;;Género Del Sustantivo;3;1er TRIM
2201040000;2201;;Número Del Sustantivo;4;1er TRIM
2201050000;2201;;La Invitación;5;1er TRIM
2201060000;2201;;Familia De Palabras;6;1er TRIM
2201070000;2201;;El Artículo;7;1er TRIM
2201080000;2201;;Clases De Artículos;8;1er TRIM
2201090000;2201;;La Oración;9;1er TRIM
2201100000;2201;;Partes De La Oración;10;1er TRIM
2201110000;2201;;La Mayúscula;11;1er TRIM
2201120000;2201;;El Punto;12;1er TRIM
2201130000;2201;;La Coma;13;1er TRIM
2201140000;2201;;La Historieta;14;1er TRIM
2201150000;2201;;Textos Descriptivos;15;1er TRIM
2201160000;2201;;La Sílaba;16;1er TRIM
2201170000;2201;;Textos Argumentativos;17;1er TRIM
2201180000;2201;;Analogías;18;1er TRIM
2201190000;2201;;Sinónimos;19;1er TRIM
2201200000;2201;;Lengua Extranjera;20;1er TRIM
2201210000;2201;;Textos Informativos;21;2do TRIM
2201220000;2201;;Conectores De Secuencia;22;2do TRIM
2201230000;2201;;Signo De Interrogación;23;2do TRIM
2201240000;2201;;Signo De Exclamación;24;2do TRIM
2201250000;2201;;La Poesía;25;2do TRIM
2201260000;2201;;La Rima Y El Ritmo;26;2do TRIM
2201270000;2201;;El Cuento;27;2do TRIM
2201280000;2201;;Antónimos;28;2do TRIM
2201290000;2201;;Uso De La Ce – Ci (Acio - Acia);29;2do TRIM
2201300000;2201;;El Adjetivo;30;2do TRIM
2201310000;2201;;El Acento;31;2do TRIM
2201320000;2201;;Palabras Según El Acento;32;2do TRIM
2201330000;2201;;La Autobiografía;33;3er TRIM
2201340000;2201;;Mapa Conceptual;34;3er TRIM
2201350000;2201;;La Leyenda;35;3er TRIM
2201360000;2201;;Conectores De Contraste;36;3er TRIM
2201370000;2201;;Textos Instructivos;37;3er TRIM
2201380000;2201;;Homógrafos;38;3er TRIM
2201390000;2201;;El Diálogo;39;3er TRIM
2201400000;2201;;El Verbo Como Acción;40;3er TRIM
2201410000;2201;;El Verbo Conjugación En Presente, Pasado Y Futuro;41;3er TRIM
2202010000;2202;;Despatriarcalización En La Familia, Escuela Y Comunidad;1;1er TRIM
2202020000;2202;;Vida Armoniosa En La Familia Y La Comunidad;2;1er TRIM
2202030000;2202;;Normas Sociales De Convivencia Comunitaria;3;1er TRIM
2202040000;2202;;Autobiografía De Personajes Locales Destacados De La Comunidad/Zona;4;1er TRIM
2202050000;2202;;Evolución/Desarrollo De La Comunidad/Zona;5;1er TRIM
2202060000;2202;;Medios Y Vías De Transporte;6;2do TRIM
2202070000;2202;;Medios De Comunicación Del Municipio Al Servicio De La Sociedad;7;2do TRIM
2202080000;2202;;Instituciones Importantes En El Ámbito Local Y Municipal;8;2do TRIM
2202090000;2202;;Formas De Organización Local Y Del Municipio;9;2do TRIM
2202100000;2202;;Fechas Cívicas Del Municipio Y La Prov;10;2do TRIM
2202110000;2202;;Idiomas Y Música De Nuestras Culturas En La Comunidad Y Municipio;11;2do TRIM
2202120000;2202;;Educación Vial Y Seguridad Ciudadana A Nivel Local Y El Municipio;12;3er TRIM
2202130000;2202;;Intercambio Comercial En El Municipio: Ferias Y Mercados;13;3er TRIM
2202140000;2202;;Importancia Del Consumo De Productos Nacionales;14;3er TRIM
2202150000;2202;;Sistemas De Trabajo Comunitario;15;3er TRIM
2202160000;2202;;Símbolos Patrios Del Estado Plurinacional;16;3er TRIM
2203010000;2203;;Dibujo Artístico;1;1er TRIM
2203020000;2203;;Dibujo Técnico;2;1er TRIM
2203030000;2203;;Caligrafía Ii;3;2do TRIM
2203040000;2203;;Pintura;4;2do TRIM
2203050000;2203;;Escultura;5;3er TRIM
2203060000;2203;;Manualidades;6;3er TRIM
2204010000;2204;;Gimnasia Educativa;1;1er TRIM
2204020000;2204;;Ejercicios De Atletismo (Mini Atletismo);2;1er TRIM
2204030000;2204;;Fútbol De Salón;3;1er TRIM
2204040000;2204;;Juegos Motores (Psicomotricidad);4;1er TRIM
2204050000;2204;;Mini Básquet;5;2do TRIM
2204060000;2204;;Mini Voleibol;6;2do TRIM
2204070000;2204;;Fútbol;7;3er TRIM
2204080000;2204;;Deportes Individuales;8;3er TRIM
2205010000;2205;;Técnica De Respiración Básica Para El Canto;1;1er TRIM
2205020000;2205;;Himno Nacional De Bolivia;2;1er TRIM
2205030000;2205;;Rondas, Canciones Con Temáticas De Identidad Cultural;3;1er TRIM
2205040000;2205;;Cualidades De Sonidos;4;1er TRIM
2205050000;2205;;Canciones Y Rondas Con Acompañamiento Musical;5;2do TRIM
2205060000;2205;;Duración Del Sonido;6;2do TRIM
2205070000;2205;;Figuras Rítmicas;7;2do TRIM
2205080000;2205;;Monograma, Bigrama, Pentagrama Y La Clave Sol Y La Fa;8;2do TRIM
2205090000;2205;;Interpretación Rítmica Con Instrumentos Reciclados;9;3er TRIM
2205100000;2205;;Coro Infantil;10;3er TRIM
2205110000;2205;;Danza Para El Desenvolvimiento De La Expresión Corporal Libre;11;3er TRIM
2206010000;2206;;Números Y Operaciones;1;1er TRIM
2206020000;2206;;Variación;2;1er TRIM
2206030000;2206;;Geometría;3;1er TRIM
2206040000;2206;;Simetría;4;1er TRIM
2206050000;2206;;Fracciones;5;2do TRIM
2206060000;2206;;Medidas;6;2do TRIM
2206070000;2206;;Estadística;7;3er TRIM
2207010000;2207;;Tecnologías Propias Y Nypios;1;1er TRIM
2207020000;2207;;Robótica;2;1er TRIM
2207030000;2207;;Herramientas Tic;3;2do TRIM
2208010000;2208;;Preservación De Los Componentes De La Tierra, Desde Prácticas Culturales;1;1er TRIM
2208020000;2208;;Paisajes Naturales De La Comunidad: Sus Características;2;1er TRIM
2208030000;2208;;Preservación Del Agua Para La Vida En La Casa Y La Escuela;3;1er TRIM
2208040000;2208;;Gestión De Riesgos: Lugares Seguros En La Familia, Comunidad Y Escuela;4;1er TRIM
2208050000;2208;;Fenómenos Atmosféricos Y Predicción Del Tiempo Según El Contexto;5;1er TRIM
2208060000;2208;;Las Estaciones Del Año Como Fenómeno Natural;6;1er TRIM
2208070000;2208;;Los Cinco Sentidos: Ubicación Y Función De Relación (Lc, Lo);7;2do TRIM
2208080000;2208;;La Alimentación Saludable Y Su Relación Con El Sistema Inmunológico;8;2do TRIM
2208090000;2208;;La Salud Integral Del Cuerpo Humano Desde La Actividad Física Y Bienestar Emocional;9;2do TRIM
2208100000;2208;;Diferencias Y Similitudes Biológicas Entre Hombres Y Mujeres;10;2do TRIM
2208110000;2208;;Características Y Necesidades De Las Plantas;11;3er TRIM
2208120000;2208;;Deforestación Y Su Efecto En La Tierra En Un Contexto De Cambio Climático;12;3er TRIM
2208130000;2208;;Animales Como Factor De Equilibrio En La Naturaleza;13;3er TRIM
2208140000;2208;;La Materia: Noción Y Propiedades Físicas;14;3er TRIM
2209010000;2209;;La Creación De Dios;1;1er TRIM
2209020000;2209;;Celebraciones Espirituales;2;1er TRIM
2209030000;2209;;La Responsabilidad;3;1er TRIM
2209040000;2209;;Convivimos En Paz Y Armonía;4;2do TRIM
2209050000;2209;;Lugares Sagrados;5;2do TRIM
2209060000;2209;;Valores Cristianos;6;2do TRIM
2209070000;2209;;Mis Derechos Y Mis Deberes;7;3er TRIM
2209080000;2209;;La Importancia Del Diálogo Y Comunicación;8;3er TRIM
2209090000;2209;;Costumbres Religiosas De Mi Comunidad;9;3er TRIM
2301010000;2301;;La Comunicación;1;1er TRIM
2301020000;2301;;El Artículo Y Sustantivo;2;1er TRIM
2301030000;2301;;Los Signos De Puntuación;3;1er TRIM
2301040000;2301;;La Exposición;4;1er TRIM
2301050000;2301;;Textos Instructivos;5;1er TRIM
2301060000;2301;;El Lenguaje: Expresión Oral;6;1er TRIM
2301070000;2301;;Lengua Originaria;7;1er TRIM
2301080000;2301;;Lengua Extranjera;8;1er TRIM
2301090000;2301;;La Historieta;9;2do TRIM
2301100000;2301;;Textos Literarios;10;2do TRIM
2301110000;2301;;Textos Descriptivos;11;2do TRIM
2301120000;2301;;La Leyenda;12;2do TRIM
2301130000;2301;;El Verbo;13;2do TRIM
2301140000;2301;;Texto Científico;14;2do TRIM
2301150000;2301;;El Mito;15;3er TRIM
2301160000;2301;;Texto, Prevención De La Violencia;16;3er TRIM
2301170000;2301;;La Oración;17;3er TRIM
2301180000;2301;;Clase De Oraciones;18;3er TRIM
2301190000;2301;;La Tilde;19;3er TRIM
2301200000;2301;;La Carta;20;3er TRIM
2302010000;2302;;Ejercicio De La Democracia;1;1er TRIM
2302020000;2302;;El Gobierno Autónomo Municipal;2;1er TRIM
2302030000;2302;;Creación O Fundación Del Municipio;3;1er TRIM
2302040000;2302;;Actividades Productivas;4;1er TRIM
2302050000;2302;;Lugares Culturales;5;1er TRIM
2302060000;2302;;Fechas Cívicas;6;2do TRIM
2302070000;2302;;Organizaciones Sociales;7;2do TRIM
2302080000;2302;;Seguridad Ciudadana;8;2do TRIM
2302090000;2302;;Medios De Comunicación;9;2do TRIM
2302100000;2302;;Importancia Del Diálogo;10;2do TRIM
2302110000;2302;;Ubicación Geográfica;11;3er TRIM
2302120000;2302;;Provincia Y Departamento;12;3er TRIM
2302130000;2302;;División Política;13;3er TRIM
2302140000;2302;;Recursos Naturales;14;3er TRIM
2302150000;2302;;Naciones Y Pueblos Originarios;15;3er TRIM
2303010000;2303;;Dibujo Artístico;1;1er TRIM
2303020000;2303;;Dibujo Técnico;2;2do TRIM
2303030000;2303;;Pintura;3;2do TRIM
2303040000;2303;;Escultura;4;3er TRIM
2303050000;2303;;Manualidades;5;3er TRIM
2304010000;2304;;Gimnasia Educativa;1;1er TRIM
2304020000;2304;;Atletismo;2;1er TRIM
2304030000;2304;;Fútbol De Salón;3;1er TRIM
2304040000;2304;;Juegos Motores;4;1er TRIM
2304050000;2304;;Mini Básquet;5;2do TRIM
2304060000;2304;;Mini Voleibol;6;2do TRIM
2304070000;2304;;Fútbol;7;3er TRIM
2304080000;2304;;Deportes Individuales;8;3er TRIM
2305010000;2305;;Técnica Vocal;1;1er TRIM
2305020000;2305;;Himnos;2;1er TRIM
2305030000;2305;;Canciones;3;1er TRIM
2305040000;2305;;Acústica;4;1er TRIM
2305050000;2305;;Práctica Musical;5;2do TRIM
2305060000;2305;;Lenguaje Musical;6;2do TRIM
2305070000;2305;;Instrumentos;7;2do TRIM
2305080000;2305;;Práctica Instrumental;8;3er TRIM
2305090000;2305;;Danza;9;3er TRIM
2306010000;2306;;Números Naturales;1;1er TRIM
2306020000;2306;;Adición Y Sustracción;2;1er TRIM
2306030000;2306;;Secuencia Y Patrones;3;1er TRIM
2306040000;2306;;Geometría;4;1er TRIM
2306050000;2306;;Clasificación De Ángulos;5;1er TRIM
2306060000;2306;;Círculo Y Circunferencia;6;1er TRIM
2306070000;2306;;Perímetro Y Áreas;7;1er TRIM
2306080000;2306;;Multiplicación;8;2do TRIM
2306090000;2306;;División;9;2do TRIM
2306100000;2306;;Operaciones Combinadas;10;2do TRIM
2306110000;2306;;Medidas;11;2do TRIM
2306120000;2306;;Sistema Monetario;12;2do TRIM
2306130000;2306;;Medidas De Tiempo;13;2do TRIM
2306140000;2306;;Fracciones;14;3er TRIM
2306150000;2306;;Estadística;15;3er TRIM
2306160000;2306;;Gráficos De Líneas;16;3er TRIM
2307010000;2307;;Tecnologías Propias;1;1er TRIM
2307020000;2307;;Robótica;2;1er TRIM
2307030000;2307;;Herramientas Tic;3;2do TRIM
2308010000;2308;;Tierra;1;1er TRIM
2308020000;2308;;Saneamiento Básico;2;1er TRIM
2308030000;2308;;Gestión De Riesgos;3;1er TRIM
2308040000;2308;;La Tierra;4;1er TRIM
2308050000;2308;;Seres Vivos;5;2do TRIM
2308060000;2308;;Forestación;6;2do TRIM
2308070000;2308;;Animales;7;2do TRIM
2308080000;2308;;Materia Y Energía;8;2do TRIM
2308090000;2308;;Cuerpo Humano;9;3er TRIM
2308100000;2308;;Nutrición;10;3er TRIM
2308110000;2308;;Salud Integral;11;3er TRIM
2309010000;2309;;Festividades;1;1er TRIM
2309020000;2309;;Convivencia;2;1er TRIM
2309030000;2309;;La Creación;3;1er TRIM
2309040000;2309;;Equidad De Género;4;2do TRIM
2309050000;2309;;Convivencia Armónica;5;2do TRIM
2309060000;2309;;La Biblia;6;2do TRIM
2309070000;2309;;Identidad;7;3er TRIM
2309080000;2309;;Signos Espirituales;8;3er TRIM
2309090000;2309;;Lugares Sagrados;9;3er TRIM
2309100000;2309;;Navidad;10;3er TRIM
2401010000;2401;;Comprensión Lectora Y Producción Escrita;1;1er TRIM
2401020000;2401;;La Noticia;2;1er TRIM
2401030000;2401;;La Leyenda;3;1er TRIM
2401040000;2401;;La Dramatización;4;1er TRIM
2401050000;2401;;Lenguas;5;1er TRIM
2401060000;2401;;Lengua Extranjera (Le);6;1er TRIM
2401070000;2401;;La Receta;7;2do TRIM
2401080000;2401;;La Fábula;8;2do TRIM
2401090000;2401;;La Exposición;9;2do TRIM
2401100000;2401;;La Carta;10;2do TRIM
2401110000;2401;;Reglas De Juego;11;3er TRIM
2401120000;2401;;Portada De Revista;12;3er TRIM
2401130000;2401;;La Comunicación;13;3er TRIM
2401140000;2401;;Técnicas De Estudio;14;3er TRIM
2402010000;2402;;Gobierno Autónomo Departamental;1;1er TRIM
2402020000;2402;;Turismo;2;1er TRIM
2402030000;2402;;Derechos;3;1er TRIM
2402040000;2402;;Actividades Económicas;4;1er TRIM
2402050000;2402;;Recursos Naturales;5;1er TRIM
2402060000;2402;;Identidad Cultural;6;2do TRIM
2402070000;2402;;Organizaciones Sociales;7;2do TRIM
2402080000;2402;;Luchas Sociales;8;2do TRIM
2402090000;2402;;Historia;9;2do TRIM
2402100000;2402;;Geografía;10;2do TRIM
2402110000;2402;;Naciones Y Pueblos;11;3er TRIM
2402120000;2402;;Seguridad;12;3er TRIM
2402130000;2402;;Demografía;13;3er TRIM
2402140000;2402;;Sociedad;14;3er TRIM
2402150000;2402;;Ética;15;3er TRIM
2403010000;2403;;Dibujo Artístico;1;1er TRIM
2403020000;2403;;Dibujo Técnico;2;2do TRIM
2403030000;2403;;Pintura;3;2do TRIM
2403040000;2403;;Escultura;4;3er TRIM
2403050000;2403;;Manualidades;5;3er TRIM
2404010000;2404;;Gimnasia Educativa;1;1er TRIM
2404020000;2404;;Atletismo;2;1er TRIM
2404030000;2404;;Fútbol De Salón;3;1er TRIM
2404040000;2404;;Juegos Motores;4;1er TRIM
2404050000;2404;;Mini Baloncesto;5;2do TRIM
2404060000;2404;;Voleibol;6;2do TRIM
2404070000;2404;;Mini Fútbol;7;3er TRIM
2404080000;2404;;Deportes Individuales;8;3er TRIM
2405010000;2405;;Técnica Vocal;1;1er TRIM
2405020000;2405;;Himnos;2;1er TRIM
2405030000;2405;;Canciones;3;1er TRIM
2405040000;2405;;Acústica;4;1er TRIM
2405050000;2405;;Práctica Musical;5;2do TRIM
2405060000;2405;;Lenguaje Musical;6;2do TRIM
2405070000;2405;;Instrumentos;7;2do TRIM
2405080000;2405;;Escritura Musical;8;3er TRIM
2405090000;2405;;Práctica Instrumental;9;3er TRIM
2405100000;2405;;Cultura Musical;10;3er TRIM
2406010000;2406;;Números Naturales;1;1er TRIM
2406020000;2406;;Adición;2;1er TRIM
2406030000;2406;;Sustracción;3;1er TRIM
2406040000;2406;;Figuras Planas;4;1er TRIM
2406050000;2406;;Cuerpos Geométricos;5;1er TRIM
2406060000;2406;;Multiplicación;6;2do TRIM
2406070000;2406;;División;7;2do TRIM
2406080000;2406;;Sistemas Numéricos;8;2do TRIM
2406090000;2406;;Medidas;9;2do TRIM
2406100000;2406;;Fracciones;10;3er TRIM
2406110000;2406;;Números Decimales;11;3er TRIM
2406120000;2406;;Estadística;12;3er TRIM
2407010000;2407;;Tecnologías Propias;1;1er TRIM
2407020000;2407;;Alimentación;2;1er TRIM
2407030000;2407;;Robótica;3;1er TRIM
2407040000;2407;;Tic;4;2do TRIM
2407050000;2407;;Herramientas Tic;5;3er TRIM
2408010000;2408;;Cuerpo Humano;1;1er TRIM
2408020000;2408;;Nutrición;2;1er TRIM
2408030000;2408;;Salud;3;1er TRIM
2408040000;2408;;La Tierra;4;1er TRIM
2408050000;2408;;Tierra;5;2do TRIM
2408060000;2408;;Plantas Y Animales;6;3er TRIM
2408070000;2408;;Ecosistemas;7;3er TRIM
2408080000;2408;;Materia;8;3er TRIM
2408090000;2408;;Energía;9;3er TRIM
2409010000;2409;;Convivencia;1;1er TRIM
2409020000;2409;;Ritos;2;1er TRIM
2409030000;2409;;Identidad;3;1er TRIM
2409040000;2409;;Normas;4;2do TRIM
2409050000;2409;;Cuidado;5;3er TRIM
2409060000;2409;;Valores;6;3er TRIM
2409070000;2409;;Sociedad;7;3er TRIM
2409080000;2409;;La Biblia;8;3er TRIM
2501010000;2501;;El Folleto;1;1er TRIM
2501020000;2501;;La Poesía;2;1er TRIM
2501030000;2501;;Ortografía Y Gramática;3;1er TRIM
2501040000;2501;;El Artículo Informativo;4;1er TRIM
2501050000;2501;;El Debate;5;1er TRIM
2501060000;2501;;Lengua Originaria;6;1er TRIM
2501070000;2501;;Lengua Extranjera;7;1er TRIM
2501080000;2501;;La Entrevista;8;2do TRIM
2501090000;2501;;La Cuña Radial;9;2do TRIM
2501100000;2501;;El Reportaje;10;2do TRIM
2501110000;2501;;Refranes Y Proverbios;11;3er TRIM
2501120000;2501;;El Diálogo;12;3er TRIM
2501130000;2501;;El Cómic;13;3er TRIM
2501140000;2501;;La Narración;14;3er TRIM
2501150000;2501;;Técnicas De Estudio;15;3er TRIM
2502010000;2502;;Fechas Cívicas;1;1er TRIM
2502020000;2502;;Guerra Federal;2;1er TRIM
2502030000;2502;;Historia Territorial;3;1er TRIM
2502040000;2502;;Usurpación Del Litoral;4;1er TRIM
2502050000;2502;;Guerra Del Chaco;5;1er TRIM
2502060000;2502;;Culturas Precolombinas;6;1er TRIM
2502070000;2502;;Invasión Española;7;2do TRIM
2502080000;2502;;Época Colonial;8;2do TRIM
2502090000;2502;;Independencia;9;2do TRIM
2502100000;2502;;República Colonial;10;2do TRIM
