id;area_conocimiento_id;padre_id;titulo;orden;trimestre
3308040000;3308;;Los Orígenes De Las Filosofías. El Interés De Comprender El Origen, Sentido Y Fin De La Realidad;4;2do TRIM
3308050000;3308;;Cosmovisiones De Los Pueblos Originarios Del Estado Plurinacional De Bolivia;5;3er TRIM
3308060000;3308;;Problemas De La Historia De La Filosofía;6;3er TRIM
3408010000;3408;;La Filosofía En La Edad Antigua Y Sus Interés Por Comprender El Origen, Sentido Y Fin De La Realidad;1;1er TRIM
3408020000;3408;;Principales Pensadores De La Filosofia Griega De La Edad Antigua.;2;1er TRIM
3408030000;3408;;La Filosofía En La Edad Media Y Su Influencia Teocéntrica;3;2do TRIM
3408040000;3408;;La Filosofía Moderna Y El Giro Antropocéntrico;4;2do TRIM
3408050000;3408;;La Filosofía Contemporánea: Descentramiento De Certezas;5;3er TRIM
3408060000;3408;;La Filosofía Latinoamericana Y Las Luchas Por La Liberación A Partir Del Pensamiento;6;3er TRIM
3408070000;3408;;La Filosofía Boliviana Y La Búsqueda Por Construir Pensamientos Propios;7;3er TRIM
3408080000;3408;;Trabajo De Psicotécnicos Durante Toda La Gestión;8;3er TRIM
3508010000;3508;;Introducción A La Lógica;1;1er TRIM
3508020000;3508;;La Lógica;2;1er TRIM
3508030000;3508;;Juicios Y Silogismos;3;1er TRIM
3508040000;3508;;Lógica Simbólica;4;2do TRIM
3508050000;3508;;Lógica Trivalente;5;2do TRIM
3508060000;3508;;Lógica Tetraléctica;6;2do TRIM
3508070000;3508;;Trabajo De Psicotécnicos Durante Toda La Gestión;7;2do TRIM
3508080000;3508;;Lógica Dialéctica;8;3er TRIM
3508090000;3508;;Teoría Del Conocimiento;9;3er TRIM
3508100000;3508;;Epistemología;10;3er TRIM
3608010000;3608;;Proyectos De Impacto Social, Productivo Y Comunitario A Partir Del Contexto;1;1er TRIM
3608020000;3608;;Introducción To A La Antropología Y Antropología Filosófica;2;1er TRIM
3608030000;3608;;Problemáticas De La Antropología Filosófica;3;2do TRIM
3608040000;3608;;Antropología Filosófica Boliviana;4;2do TRIM
3608050000;3608;;El Problema Del Hombre En Latinoamérica;5;3er TRIM
3608060000;3608;;Ética;6;3er TRIM
3608070000;3608;;Debates Éticos Actuales;7;3er TRIM
3109010000;3109;;El Ser Humano En Lo Divino, Espiritual Y Religioso.;1;1er TRIM
3109020000;3109;;Lugares, Seres Y Objetos Sagrados, Para El Encuentro Y Diálogo Del Ser Humano Con Lo Divino;2;1er TRIM
3109030000;3109;;Práctica De Principios Y Valores Cristianos, Para Una Convivencia Armónica Y Pacifica;3;1er TRIM
3109040000;3109;;Sugerencias;4;1er TRIM
3109050000;3109;;Causas Y Consecuencias De La Crisis En La Practica De Valores En La Vida Del Ser Humano.;5;2do TRIM
3109060000;3109;;Acciones De Sanación Y Resiliencia Para Prevenir Y Erradicar La Violencia;6;2do TRIM
3109070000;3109;;La Reconciliacion Y El Perdon Para La Armonia Del Ser Humano Con El Todo.;7;2do TRIM
3109080000;3109;;Responsabilidad En El Uso Ético De Las Tic´S. Y Redes Sociales, Para Una Vida Segura Y Libre De Toda Forma De Violencia;8;3er TRIM
3109090000;3109;;Quien Soy Yo;9;3er TRIM
3109100000;3109;;Un Encuentro Con Mi Realidad Para Identificar Mi Vocación;10;3er TRIM
3209010000;3209;;Manifestaciones Espirituales Y Religiosas: Diálogo Y Convivencia Con El Cosmos, A Través De Ceremonias Y Ritualidades;1;1er TRIM
3209020000;3209;;Respeto A La Identidad Religiosa, Espiritual Y Cultural.;2;1er TRIM
3209030000;3209;;Prevención De Toda Forma De Violencia En La Familia, Escuela Y Comunidad;3;1er TRIM
3209040000;3209;;Vivencia De Valores Comunitarios, Para Geenrar Una Cultura De Paz;4;2do TRIM
3209050000;3209;;Maria Madre De La Iglesia Y Madre Nuestra;5;2do TRIM
3209060000;3209;;Acciones Que Afectan La Paz- Armonica Del Ser Humano Con La Creación;6;2do TRIM
3209070000;3209;;Sabios Y Sabias Espirituales, Religiosos Que Contribuyen A Una Cultura De Paz Y Armonia;7;3er TRIM
3209080000;3209;;Conociendo Vidas Ejemplares Para Construir Su Vocacion;8;3er TRIM
3209090000;3209;;Testimonios De Figuras Espirituales De Ayer Y Hoy;9;3er TRIM
3309010000;3309;;La Concepción Del Ser Humano Desde La Perspectiva De La Diversidad Religiosa Y Cultural;1;1er TRIM
3309020000;3309;;La Vivencia Espiritual Y Religiosa De La Comunidad De Las Tierras Altas Y Bajas De Bolivia;2;1er TRIM
3309030000;3309;;Signos Y Símbolos Religiosos Y Culturales De Nuestro País;3;1er TRIM
3309040000;3309;;Desarrollo Espiritual: Como La Dimension Integradora Del Ser Humano, Para Una Vida Plena;4;2do TRIM
3309050000;3309;;Descubriendo Mi Vocación, Mediante La Identificación De Mis Dones Y Talentos;5;2do TRIM
3309060000;3309;;Visión De Las Nypioc Y Las Religiones Sobre Las Concepciones De Hombre, Mujer Y La Sexualidad;6;2do TRIM
3309070000;3309;;Valores Familiares Y Socioculturales En La Construcción De Una Cultura De Paz;7;3er TRIM
3309080000;3309;;Equidad De Género E Igualdad De Oportunidades;8;3er TRIM
3309090000;3309;;Ética: Transparencia Y Honradez, Valores Para Cuidar Los Bienes Comunitarios;9;3er TRIM
3409010000;3409;;Dignidad Humana Y Respeto A Los Derechos Y Deberes Universales;1;1er TRIM
3409020000;3409;;La Cultura Del Buen Trato A Ejemplo De Jesús Histórico;2;1er TRIM
3409030000;3409;;Los Paradigmas Del Vivir Bien Como Práctica De Los Derechos Y Deberes.;3;1er TRIM
3409040000;3409;;Imagen Del Futuro En El Desarrollo De La Vocación Al Servicio De La Familia Y La Comunidad;4;2do TRIM
3409050000;3409;;Desde Jesús Me Comprometo Al Servico De Mi Comunidad A Través De Un Proyecto Social;5;2do TRIM
3409060000;3409;;La Interculturalidad E Interreligiosidad En La Vida Del Ser Humano.;6;2do TRIM
3409070000;3409;;Concepción Del Origen Del Universo Desde Las Diferentes Culturas Y Religiones;7;3er TRIM
3409080000;3409;;El Ser Humano En Busca De La Trascendencia;8;3er TRIM
3509010000;3509;;Religiones Monoteístas El Judaísmo:;1;1er TRIM
3509020000;3509;;Religiones Monoteístas El Cristianismo;2;2do TRIM
3509030000;3509;;Luces Y Sombras En La Historia Del Cristianismo;3;2do TRIM
3509040000;3509;;El Cristianismo En Tiempos De La Colonia;4;2do TRIM
3509050000;3509;;La Cristiandad En La Actualidad.;5;3er TRIM
3509060000;3509;;La Religiosidad En Nuestro País;6;3er TRIM
3509070000;3509;;Horizonte Vocacional Y Consolidación De Las Capacidades Para Un Futuro Con Vocación- Proyecto De Vida;7;3er TRIM
3609010000;3609;;Líderes De Mi Comunidad Y Sociedad;1;1er TRIM
3609020000;3609;;Doctrina Social De La Iglesia;2;1er TRIM
3609030000;3609;;Ética Profesional Y Respeto A La Vida;3;1er TRIM
3609040000;3609;;La Vocación Como Don Y Medio Para Descubrir Nuestra Misión Y Visión Al Servicio De La Comunidad;4;2do TRIM
3609050000;3609;;Construyendo Mi Proyecto De Vida;5;2do TRIM
3609060000;3609;;Producción De Conocimientos A Través De La Investigación (Ensayo, Perfil, Monografía, Proyectos);6;3er TRIM
3609070000;3609;;Socialización De Los Trabajos A La Comunidad;7;3er TRIM
3110010000;3110;;Numeros Enteros Aplicados A La Cotidianidad;1;1er TRIM
3110020000;3110;;Representación Gráfica De Las Formas En El Plano Cartesiano;2;1er TRIM
3110030000;3110;;Numeros Racionales En La Comunidad;3;2do TRIM
3110040000;3110;;Números Decimales Como Consecuencia De Los Racionales;4;2do TRIM
3110050000;3110;;Razones Y Proporciones;5;3er TRIM
3110060000;3110;;La Forma, El Número Y La Semejanza De La Geometría;6;3er TRIM
3210010000;3210;;Los Números Racionales Y Sus Aplicaciones;1;1er TRIM
3210020000;3210;;El Conjunto De Los Números Irracionales Y Reales;2;1er TRIM
3210030000;3210;;El Álgebra Y Su Relación Con Las Actividades De La Vida Cotidiana;3;2do TRIM
3210040000;3210;;Operaciones Con Expresiones Algebraicas En El Desarrollo De La Ciencia Y La Tecnología;4;2do TRIM
3210050000;3210;;Introducción A La Trigonometría Y Su Aplicación En El Calculo De Distancias;5;3er TRIM
3210060000;3210;;Las Formas En El Espacio Tridimensional Y Los Recursos Tecnológicos;6;3er TRIM
3310010000;3310;;Ecuaciones Aplicadas Al Contexto Y La Tecnologia;1;1er TRIM
3310020000;3310;;Productos Y Cocientes Notables Aplicados Al Desarrollo De La Tecnología;2;1er TRIM
3310030000;3310;;Factorización De Las Expresiones Algebraicas En Procesos Productivos;3;1er TRIM
3310040000;3310;;Fracciones Algebraicas Y Sus Operaciones;4;2do TRIM
3310050000;3310;;Potenciación Y Radicación Algebraica En El Desarrollo De La Ciencia Y La Tecnología;5;2do TRIM
3310060000;3310;;Ecuaciones Algebraicas En La Comunidad;6;3er TRIM
3310070000;3310;;Laboratorio Matemático;7;3er TRIM
3410010000;3410;;Ecuaciones Algebraicas Aplicadas A La Resolución De Problemas;1;1er TRIM
3410020000;3410;;Sistemas De Ecuaciones Lineales;2;1er TRIM
3410030000;3410;;Sistema De Ecuaciones Lineales De 3X3;3;1er TRIM
3410040000;3410;;Números Imaginarios Y Complejos;4;2do TRIM
3410050000;3410;;Ecuaciones De Segundo Grado Y Función Cuadrática En La Resolución De Problemas Del Contexto;5;2do TRIM
3410060000;3410;;Desigualdades E Inecuaciones;6;2do TRIM
3410070000;3410;;Función Exponencial Y Logarítmica;7;3er TRIM
3410080000;3410;;La Lógica Y El Desarrollo Del Pensamiento Lógico Matemático;8;3er TRIM
3410090000;3410;;Matemática Financiera;9;3er TRIM
3510010000;3510;;Sucesiones, Progresiones Aritméticas;1;1er TRIM
3510020000;3510;;Progresiones Geométricas;2;1er TRIM
3510030000;3510;;Análisis Combinatorio;3;1er TRIM
3510040000;3510;;Estadística Descriptiva;4;2do TRIM
3510050000;3510;;Trigonometría Y Su Aplicación En La Tecnología;5;2do TRIM
3510060000;3510;;Triángulos Rectángulos En El Desarrollo De La Ciencia Y La Tecnología;6;2do TRIM
3510070000;3510;;Triángulos Oblicuángulos En El Desarrollo De La Ciencia Y La Tecnología;7;3er TRIM
3510080000;3510;;Identidades Trigonométricas;8;3er TRIM
3510090000;3510;;Ecuaciones Trigonométricas;9;3er TRIM
3610010000;3610;;Introducción A La Geometría Analítica Aplicada Al Contexto Y A La Tecnología;1;1er TRIM
3610020000;3610;;La Línea Recta;2;1er TRIM
3610030000;3610;;La Circunferencia;3;1er TRIM
3610040000;3610;;Resolución De Problemas Aplicados Al Contexto Y La Tecnología;4;1er TRIM
3610050000;3610;;La Parábola;5;2do TRIM
3610060000;3610;;La Elipse;6;2do TRIM
3610070000;3610;;La Hipérbola;7;2do TRIM
3610080000;3610;;Álgebra Y Trigonometría Preuniversitaria;8;3er TRIM
3610090000;3610;;Introducción Al Análisis Matemático;9;3er TRIM
3111010000;3111;;La Ofimática Como Herramienta Productiva.;1;1er TRIM
3111020000;3111;;Técnicas Tecnologías Propias De La Diversidad Cultural.;2;1er TRIM
3111030000;3111;;Técnicas Tecnologías Propias De La Diversidad Cultural;3;1er TRIM
3111040000;3111;;Propiedades De Los Materiales Y Sus Procesos De Transformación;4;1er TRIM
3111050000;3111;;Las Herramientas, Equipos, Mecanismos Y Máquinas;5;2do TRIM
3111060000;3111;;Lectura Y Análisis De Objetos Tecnológicos;6;2do TRIM
3111070000;3111;;Dibujo Técnico Aplicado A La Producción I;7;3er TRIM
3111080000;3111;;Introducción A Los Sistemas Automáticos En La Producción;8;3er TRIM
3111090000;3111;;Fundamentos Básicos De Electricidad;9;3er TRIM
3211010000;3211;;Educación Digital;1;1er TRIM
3211020000;3211;;Introducción A La Economía;2;1er TRIM
3211030000;3211;;Contabilidad Aplicada A Unidades Productivas;3;1er TRIM
3211040000;3211;;Gestión Y Cultura Tributaria;4;2do TRIM
3211050000;3211;;Educación Financiera;5;2do TRIM
3211060000;3211;;Derechos De Las Usuarias Y Los Usuarios, Las Consumidoras Y Los Consumidores;6;2do TRIM
3211070000;3211;;Dibujo Técnico Aplicado A La Producción Ii;7;3er TRIM
3211080000;3211;;Electrónica Creativa;8;3er TRIM
3211090000;3211;;Robótica Creativa;9;3er TRIM
3311010000;3311;;Políticas De Desarrollo Y Matriz Productiva;1;1er TRIM
3311020000;3311;;Políticas De Desarrollo Productivo;2;1er TRIM
3311030000;3311;;Complejos Y Sectores De Producción.;3;1er TRIM
3311040000;3311;;Investigación Comunitaria Y Herramientas De Diagnóstico;4;1er TRIM
3311050000;3311;;Métodos Y Técnicas De Investigación Comunitaria.;5;1er TRIM
3311060000;3311;;Técnicas De Investigación Comunitaria.;6;1er TRIM
3311070000;3311;;Potencialidades Y Vocaciones Productivas De Bolivia, Los Departamentos Y Regiones;7;2do TRIM
3311080000;3311;;Proyecto De Vida;8;2do TRIM
3311090000;3311;;Gestión Y Establecimiento De Entidades Socio Productivas;9;2do TRIM
3311100000;3311;;Establecimiento Y Formalización De Entidades Productivas.;10;2do TRIM
3311110000;3311;;Organización Comunitaria.;11;2do TRIM
3311120000;3311;;Creatividad, Innovación Y Emprendimiento.;12;3er TRIM
3311130000;3311;;Elaboración Y Gestión De Proyectos Productivos Comunitarios;13;3er TRIM
3311140000;3311;;Costos De Producción;14;3er TRIM
3311150000;3311;;Control De Calidad Y Certificación.;15;3er TRIM
3311160000;3311;;Marketing Y Marketing Digital.;16;3er TRIM
3311170000;3311;;Registro Y Protección De La Propiedad Intelectual.;17;3er TRIM
3112010000;3112;;Formación Musical, Teoría Y Práctica;1;1er TRIM
3112020000;3112;;Lenguaje Musical Y Práctica Instrumental;2;2do TRIM
3112030000;3112;;Técnica Vocal E Interpretación;3;3er TRIM
3212010000;3212;;Historia De La Música Y Lenguaje Musical;1;1er TRIM
3212020000;3212;;Lenguaje Musical Y Solfeo;2;2do TRIM
3212030000;3212;;Técnica Vocal Y Solfeo Entonado;3;3er TRIM
3312010000;3312;;Teoría Y Cultura Musical Boliviana;1;1er TRIM
3312020000;3312;;Lenguaje Musical Y Solfeo;2;2do TRIM
3312030000;3312;;Técnica Vocal Y Ensamble Instrumental;3;3er TRIM
3412010000;3412;;Música Latinoamericana Y Técnica Vocal;1;1er TRIM
3412020000;3412;;Lenguaje Y Estructuras Musicales;2;2do TRIM
3412030000;3412;;Práctica Coral Y Ensamble;3;3er TRIM
3512010000;3512;;Teoría Musical Y Clasificación Instrumental;1;1er TRIM
3512020000;3512;;Géneros Vocales Y Expresión Corporal;2;2do TRIM
3512030000;3512;;Tecnología Musical Y Práctica Coral;3;3er TRIM
3612010000;3612;;Historia De La Música Y Análisis;1;1er TRIM
3612020000;3612;;Armonía, Solfeo Y Edición Digital;2;2do TRIM
3612030000;3612;;Técnica Instrumental Y Ensamble Folclórico;3;3er TRIM
3113010000;3113;;Gimnasia Básica Y Salud Comunitaria.;1;1er TRIM
3113020000;3113;;Actividades De Condición Física Y Salud General;2;1er TRIM
3113030000;3113;;Actividades Físicas Específicas En La Comunidad;3;1er TRIM
3113040000;3113;;Juegos Alternativos;4;1er TRIM
3113050000;3113;;Atletismo Con Equidad De Género;5;2do TRIM
3213010000;3213;;Gimnasia Básica Y Salud Comunitaria.;1;1er TRIM
3213020000;3213;;Actividades De Condición Física Y Salud General;2;1er TRIM
3213030000;3213;;Actividades Físicas Específicas En La Comunidad;3;1er TRIM
3213040000;3213;;Juegos Alternativos;4;1er TRIM
3213050000;3213;;Atletismo Con Equidad De Género;5;2do TRIM
3313010000;3313;;Gimnasia Básica Y Salud Comunitaria.;1;1er TRIM
3313020000;3313;;Actividades De Condición Física Y Salud General;2;1er TRIM
3313030000;3313;;Actividades Físicas Específicas En La Comunidad;3;1er TRIM
3313040000;3313;;Juegos Alternativos;4;1er TRIM
3313050000;3313;;Atletismo Con Equidad De Género;5;2do TRIM
3413010000;3413;;Gimnasia Básica Y Salud Comunitaria.;1;1er TRIM
3413020000;3413;;Actividades De Condición Física Y Salud General;2;1er TRIM
3413030000;3413;;Actividades Físicas Específicas En La Comunidad;3;1er TRIM
3413040000;3413;;Juegos Alternativos;4;1er TRIM
3413050000;3413;;Atletismo Con Equidad De Género;5;2do TRIM
3513010000;3513;;Gimnasia Básica Y Salud Comunitaria.;1;1er TRIM
3513020000;3513;;Actividades De Condición Física Y Salud General;2;1er TRIM
3513030000;3513;;Actividades Físicas Específicas En La Comunidad;3;1er TRIM
3513040000;3513;;Juegos Alternativos;4;1er TRIM
3513050000;3513;;Atletismo Con Equidad De Género;5;2do TRIM
3613010000;3613;;Gimnasia Básica Y Salud Comunitaria.;1;1er TRIM
3613020000;3613;;Actividades De Condición Física Y Salud General;2;1er TRIM
3613030000;3613;;Actividades Físicas Específicas En La Comunidad;3;1er TRIM
3613040000;3613;;Juegos Alternativos;4;1er TRIM
3613050000;3613;;Atletismo Con Equidad De Género;5;2do TRIM
3414010000;3414;;Inocuidad Alimentaria, Seguridad Ocupacional Y Medio Ambiente;1;1er TRIM
3414020000;3414;;Informática Aplicada A La Gastronomía;2;2do TRIM
3414030000;3414;;Nutrición Dietética I;3;2do TRIM
3414040000;3414;;Técnicas Culinarias E Historia De La Gastronomía;4;3er TRIM
3514010000;3514;;Técnicas Culinarias E Historia De La Gastronomía Ii;1;1er TRIM
3514020000;3514;;Procedimientos Básicos De Repostería, Pastelería Y Panadería I;2;1er TRIM
3514030000;3514;;Procedimientos Básicos De Repostería, Pastelería Y Panadería Ii;3;2do TRIM
3514040000;3514;;Nutrición Y Dietética Ii;4;3er TRIM
3514050000;3514;;Taller De Modalidad De Graduación Y Desarrollo De La Creatividad;5;3er TRIM
3614010000;3614;;Servicio De Comedor Etiqueta Y Protocolo;1;1er TRIM
3614020000;3614;;Introducción A Gastronomía Nacional;2;1er TRIM
3614030000;3614;;Ingles Técnico;3;2do TRIM
3614040000;3614;;Introducción A Gastronomía Internacional;4;2do TRIM
3614050000;3614;;Organización Y Gestión De Alimentos Y Bebidas;5;3er TRIM
3614060000;3614;;Taller De Modalidad De Graduación;6;3er TRIM
3415010000;3415;;Seguridad Y Salud Ocupacional;1;1er TRIM
3415020000;3415;;Primeros Auxilios;2;1er TRIM
3415030000;3415;;Derecho Laboral;3;1er TRIM
3415040000;3415;;Sistemas De Gestión Ambiental Iso 14001;4;1er TRIM
3415050000;3415;;Herramientas, Equipos Y Máquinas En Industria Textil Y Confección;5;2do TRIM
3415060000;3415;;Introducción A La Industria Textil;6;2do TRIM
3415070000;3415;;Operatividad De Máquinas Industriales;7;2do TRIM
3415080000;3415;;Confección Básica De Prendas;8;3er TRIM
3415090000;3415;;Elaboración De Prendas Tejidas;9;3er TRIM
3515010000;3515;;Introducción Textil;1;1er TRIM
3515020000;3515;;Matemática Para La Industria Del Tejido;2;1er TRIM
3515030000;3515;;Mediciones;3;1er TRIM
3515040000;3515;;Operatividad De Mantenimiento De Máquinas Industriales De Confección;4;2do TRIM
3515050000;3515;;Diseño De Modas;5;2do TRIM
3515060000;3515;;Confección De Prendas De Acuerdo Al Contexto;6;2do TRIM
3515070000;3515;;Técnicas De Laboratorio Y Análisis De Fibras;7;3er TRIM
3515080000;3515;;Creatividad, Innovación Y Emprendimiento;8;3er TRIM
3515090000;3515;;Modalidades De Graduación En El Bachillerato Técnico Humanístico;9;3er TRIM
3615010000;3615;;Pre Tratamiento Textil;1;1er TRIM
3615020000;3615;;Confección De Prendas De Acuerdo Al Contexto;2;1er TRIM
3615030000;3615;;Patronaje De Prendas Sastre;3;2do TRIM
3615040000;3615;;Transformacion De Patrones De Acuerdo Al Diseño Y Tendencia Actual.;4;2do TRIM
3615050000;3615;;Confección De Prentas De Acuerdo Al Contexto;5;2do TRIM
3615060000;3615;;Tejido De Punto;6;3er TRIM
3615070000;3615;;Defensa De Grado;7;3er TRIM
3416010000;3416;;Seguridad Y Salud Ocupacional;1;1er TRIM
3416020000;3416;;Derecho Laboral;2;1er TRIM
3416030000;3416;;Sistemas De Gestión Ambiental Iso 14001;3;1er TRIM
3416040000;3416;;Informática Básica;4;1er TRIM
3416050000;3416;;Evolución Histórica;5;1er TRIM
3416060000;3416;;La Información Y Su Representación;6;2do TRIM
3416070000;3416;;Hardware De Computadoras Nociones De Electrónica Básica;7;2do TRIM
3416080000;3416;;Arquitectura De Computadoras;8;2do TRIM
3416090000;3416;;Ensamblaje De Una Computadora;9;2do TRIM
3416100000;3416;;Mantenimiento Preventivo Y Correctivo;10;2do TRIM
3416110000;3416;;Sistemas Operativos;11;2do TRIM
3416120000;3416;;Sistemas De Archivos;12;3er TRIM
3416130000;3416;;Fat, Ntfs, Etc. Sistemas Operativos Con Licencia O Libres;13;3er TRIM
3416140000;3416;;Informática Aplicada Procesadores De Texto (Microsoft Office, Open Office, Google Sites);14;3er TRIM
3416150000;3416;;Hojas Electrónicas (Microsoft Office, Open Office, Google Sites);15;3er TRIM
3416160000;3416;;Diseñadores De Diapositivas (Microsoft Office, Open Office, Google Sites);16;3er TRIM
3416170000;3416;;Internet Y Aplicaciones;17;3er TRIM
3516010000;3516;;Álgebra Booleana;1;1er TRIM
3516020000;3516;;Introducción A La Tecnología Gráfica Y Multimedia;2;1er TRIM
3516030000;3516;;Tratamientos De Imágenes Vectoriales;3;1er TRIM
3516040000;3516;;Tratamientos De Imágenes Matriciales;4;1er TRIM
3516050000;3516;;Diseño Editorial;5;1er TRIM
3516060000;3516;;Taller De Aplicación De Inglés Técnico;6;1er TRIM
3516070000;3516;;Introducción A La Programación;7;2do TRIM
3516080000;3516;;Introducción Al Lenguaje De Programación;8;2do TRIM
3516090000;3516;;Programación Estructurada;9;2do TRIM
3516100000;3516;;Arreglos Unidimensionales Y Bidimensionales;10;2do TRIM
3516110000;3516;;Manejo De Cadenas;11;2do TRIM
3516120000;3516;;Descripción Y Uso Del Entorno De Un Lenguaje De Programación;12;3er TRIM
3516130000;3516;;Procedimientos Y Funciones;13;3er TRIM
3516140000;3516;;Diseño Y Programación Web I Introducción A Aplicaciones Web;14;3er TRIM
3516150000;3516;;Modalidades De Graduación En El Bachillerato Técnico Humanístico;15;3er TRIM
3616010000;3616;;Redes De Computadoras Introducción A Redes;1;1er TRIM
3616020000;3616;;Medios De Transmisión Y Dispositivos;2;1er TRIM
3616030000;3616;;Cableado Estructurado;3;1er TRIM
3616040000;3616;;Redes Inalámbricas;4;1er TRIM
3616050000;3616;;Modelos De Referencia Osi;5;1er TRIM
3616060000;3616;;Direccionamiento Ip Y Subredes;6;1er TRIM
3616070000;3616;;Diseño Y Programación Web Ii Aplicaciones Web;7;2do TRIM
3616080000;3616;;Diseño Web Responsivo;8;2do TRIM
3616090000;3616;;Desarrollo De Aplicaciones Web Cliente Servidor;9;2do TRIM
3616100000;3616;;Base De Datos Fundamentos De Base De Datos;10;2do TRIM
3616110000;3616;;El Lenguaje Sql;11;2do TRIM
3616120000;3616;;Tecnologías De Dispositivos Móviles;12;3er TRIM
3616130000;3616;;Modelos De Negocio En Apps;13;3er TRIM
3616140000;3616;;Desarrollo De Aplicaciones En Android;14;3er TRIM
3616150000;3616;;Arquitectura De Desarrollo Con Android;15;3er TRIM
3616160000;3616;;Publicación De Aplicaciones Para Dispositivos Móviles;16;3er TRIM
3616170000;3616;;Taller De Producción De Proyecto De Grado;17;3er TRIM
3616180000;3616;;Defensa De Grado;18;3er TRIM
3417010000;3417;;Seguridad Y Salud Ocupacional;1;1er TRIM
3417020000;3417;;Primeros Auxilios;2;1er TRIM
3417030000;3417;;Derecho Laboral;3;1er TRIM
3417040000;3417;;Sistemas De Gestión Ambiental Iso 14001;4;1er TRIM
3417050000;3417;;Introducción A La Técnica Tecnológica Especializada - Carpintería En Madera Y Metal;5;2do TRIM
3417060000;3417;;La Madera Y Sus Derivados;6;2do TRIM
3417070000;3417;;Dibujo Técnico Aplicado En Madera Y Metal;7;2do TRIM
3417080000;3417;;Uniones Y Ensambles En Madera;8;2do TRIM
3417090000;3417;;Tecnología De Las Herramientas Y Normas De Seguridad Industrial;9;3er TRIM
3417100000;3417;;Máquinas Portátiles Para Madera;10;3er TRIM
3417110000;3417;;Máquinas Portátiles Para Metal;11;3er TRIM
3417120000;3417;;Tecnología De Las Máquinas;12;3er TRIM
3517010000;3517;;Seguridad Industrial Y Mantenimiento I;1;1er TRIM
3517020000;3517;;Taller De Máquinas Industriales Para Madera;2;1er TRIM
3517030000;3517;;Ofimática Aplicada;3;1er TRIM
3517040000;3517;;Inglés Técnico Machines And Equipments;4;1er TRIM
3517050000;3517;;Taller De Máquinas Industriales Para Metal;5;2do TRIM
3517060000;3517;;Manejo De Máquinas Portátiles, Maquinaria Y Herramientas Manuales;6;2do TRIM
3517070000;3517;;Dibujo Técnico Especializado I Diseño Y Lectura De Planos;7;2do TRIM
3517080000;3517;;Costos Y Presupuestos;8;2do TRIM
3517090000;3517;;Práctica De Taller;9;2do TRIM
3517100000;3517;;Técnicas De Acabado En Madera Y Proceso De Aplicación;10;3er TRIM
3517110000;3517;;Técnicas De Acabado En Metal Y Proceso De Aplicación;11;3er TRIM
3517120000;3517;;Creatividad, Innovación Y Emprendedurismo;12;3er TRIM
3517130000;3517;;Modalidades De Graduación En El Bachillerato Técnico Humanístico;13;3er TRIM
3617010000;3617;;Seguridad Industrial Y Mantenimiento Ii;1;1er TRIM
3617020000;3617;;Mantenimiento De Herramientas Afilado De Accesorios;2;1er TRIM
3617030000;3617;;Tecnología De Las Máquinas;3;1er TRIM
3617040000;3617;;Elaboración Y Gestión De Proyectos Socioproductivos En Madera Y Metal;4;1er TRIM
3617050000;3617;;Dibujo Técnico Especializado Ii Lectura De Planos;5;2do TRIM
3617060000;3617;;Diseño De Proyecto De Trabajo;6;2do TRIM
3617070000;3617;;Proceso De Construcción De Mueble En Madera, Metal;7;2do TRIM
3617080000;3617;;Proceso De Instalación Práctica De Taller;8;2do TRIM
3617090000;3617;;Aplicación De Nuevas Tecnologías Derivados De La Madera;9;3er TRIM
3617100000;3617;;Tratamiento Y Restauración De Metales;10;3er TRIM
3617110000;3617;;Práctica De Taller;11;3er TRIM
3617120000;3617;;Defensa De Grado;12;3er TRIM
3418010000;3418;;Seguridad Ocupacional Y Medioambiente;1;1er TRIM
3418020000;3418;;Chapería Y Soldadura I-Ii;2;2do TRIM
3418030000;3418;;Metrología Automotriz I-Ii;3;3er TRIM
3518010000;3518;;El Automóvil Y Sus Sistemas;1;1er TRIM
3518020000;3518;;Motores A Gasolina I-Ii;2;2do TRIM
3518030000;3518;;Introducción A Motores Diesel I;3;2do TRIM
3518040000;3518;;Sistemas Del Motor;4;3er TRIM
3518050000;3518;;Desarrollo De La Creatividad Y Mirada Empresarial;5;3er TRIM
3618010000;3618;;Matemática Automotriz;1;1er TRIM
3618020000;3618;;Fisicaquimica Automotriz;2;1er TRIM
3618030000;3618;;Electricidad Automotriz I;3;1er TRIM
3618040000;3618;;Electricidad Del Automotriz Ii;4;2do TRIM
3618050000;3618;;Introducción A Inyección A Gasolina I Y Gnv;5;3er TRIM
3618060000;3618;;Taller De Modalidad De Graduación;6;3er TRIM
1101010100;1101;1101010000;Mi Derecho A La Identidad;1;
1101010200;1101;1101010000;Relaciones Interpersonales: Respeto, Solidaridad, Honestidad, Empatía, Amistad;2;
1101010300;1101;1101010000;Derecho A Una Vida Armónica Y Pacífica Con La Comunidad, Libre De Violencia;3;
1101020100;1101;1101020000;Relaciones De Equidad, Igualdad, Complementariedad Y Reciprocidad Entre Mujeres Y Hombres;1;
1101020200;1101;1101020000;Respeto A Las Religión Y Manifestación Espiritual;2;
1101020300;1101;1101020000;Creencias, Costumbres Y Tradiciones Practicadas En La Familia, Escuela Y Comunidad;3;
1101030100;1101;1101030000;Identidad Sociocultural: Lengua Y Vivencias En La Familia Y La Comunidad;1;
